#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
4.785904304817087905e+03,1.448868228902988609e-01,3.299900127592125809e-03,2.939058380128478642e-03
4.786564856101917030e+03,1.433373566044540692e-01,2.372726637784816628e-03,2.705876873982243636e-03
4.787225397869431617e+03,1.486679797009871906e-01,3.514187161711229690e-03,1.811596333350651289e-03
4.787885930116258351e+03,1.454983681670041218e-01,2.891568378475012357e-03,2.836829936222695636e-03
4.788546452839041194e+03,1.450344036571127870e-01,2.906017466597715648e-03,2.561933998499299481e-03
4.789206966034458674e+03,1.450267668702840962e-01,2.840713998922161920e-03,3.024749687905864404e-03
4.789867469699155663e+03,1.468004310359779241e-01,2.934668810787771642e-03,3.010778932962421273e-03
4.790527963829734290e+03,1.497313788476721252e-01,2.637222978990022559e-03,2.519967138111728344e-03
4.791188448422858528e+03,1.464065460576494115e-01,2.649588463348367950e-03,3.029166365201951816e-03
4.791848923475185074e+03,1.463631552865793939e-01,2.441947016855766650e-03,3.094258480421385737e-03
4.792509388983350618e+03,1.498689898182291869e-01,2.582193594216325438e-03,2.701986272346551532e-03
4.793169844943940006e+03,1.493925457218778785e-01,3.078588898320994138e-03,2.700807593539161777e-03
4.793830291353630855e+03,1.483599918227248016e-01,2.821145653244427898e-03,2.340104344572102590e-03
4.794490728209059853e+03,1.466632591260846330e-01,3.145329362349125191e-03,2.480522919933003667e-03
4.795151155506852774e+03,1.478497461202012142e-01,2.510504649902073337e-03,2.824057647081629208e-03
4.795811573243586281e+03,1.516738060852693137e-01,2.914503931420425742e-03,2.480685385723602199e-03
4.796471981415936170e+03,1.454975203965265251e-01,3.103617687544857340e-03,2.459421730352018276e-03
4.797132380020530036e+03,1.466603696357123843e-01,3.115667949836781192e-03,2.349504516531153442e-03
4.797792769053975462e+03,1.467682269866933398e-01,2.760551107642589264e-03,2.973233189446450320e-03
4.798453148512855478e+03,1.427588405290144136e-01,2.592005524012647166e-03,2.958660209313124234e-03
4.799113518393834966e+03,1.469893614893069134e-01,3.093682741601294639e-03,2.873521344998408722e-03
4.799773878693524239e+03,1.430502302932887548e-01,3.353706320290639198e-03,3.091733197340101880e-03
4.800434229408524516e+03,1.449102357219311243e-01,2.597496189059578242e-03,2.949787263411801641e-03
4.801094570535419734e+03,1.467700293116291632e-01,3.106712638940301030e-03,2.992022524980764153e-03
4.801754902070860226e+03,1.476271984392568681e-01,2.703007257686407261e-03,2.928034567397513888e-03
4.802415224011450846e+03,1.546304993157647245e-01,2.813614944542880414e-03,2.739315146936427414e-03
4.803075536353779171e+03,1.492229102415686404e-01,2.156800832176675176e-03,2.671054734026789834e-03
4.803735839094427320e+03,1.446924531455426044e-01,2.168746754410311173e-03,3.559864502037074496e-03
4.804396132230033800e+03,1.478475843208302831e-01,2.421445038817332529e-03,3.214167512014948214e-03
4.805056415757196191e+03,1.428845290679476299e-01,2.886414569954698361e-03,2.786464008745243026e-03
4.805716689672495704e+03,1.473983960258361536e-01,2.486312832411435858e-03,3.618476149446686607e-03
4.806376953972503543e+03,1.419694953584065278e-01,2.412082463142423139e-03,3.340405651799133180e-03
4.807037208653853668e+03,1.470608037822793146e-01,2.510441487714343278e-03,2.676493912672800457e-03
4.807697453713131836e+03,1.509219652573677017e-01,2.557819647064585311e-03,2.888630664873687026e-03
4.808357689146909252e+03,1.432209049264248080e-01,3.151038089357405259e-03,2.923595728029637630e-03
4.809017914951755301e+03,1.472366597887843909e-01,2.785169227038836182e-03,2.884757537829740759e-03
4.809678131124290303e+03,1.510296143542328440e-01,3.118678644847355796e-03,2.681691287252069289e-03
4.810338337661095466e+03,1.463783475873310924e-01,2.793956459875901466e-03,2.531377727625627738e-03
4.810998534558733809e+03,1.433332052108333698e-01,2.482958755552600039e-03,3.341806659795443224e-03
4.811658721813762895e+03,1.492975259014424627e-01,3.480198338032036709e-03,2.851613642808364935e-03
4.812318899422795766e+03,1.492355634825135724e-01,2.659376488393816462e-03,3.133698632291737063e-03
4.812979067382407266e+03,1.459649010753986953e-01,2.657672190777116139e-03,3.688934013722694472e-03
4.813639225689155865e+03,1.494053574885924052e-01,3.179058859040212459e-03,2.113585798578371255e-03
4.814299374339583665e+03,1.451856886252759216e-01,2.584220663891412251e-03,3.102698543230780759e-03
4.814959513330298250e+03,1.491593075849645955e-01,2.709695771007575305e-03,2.673250767329854449e-03
4.815619642657864460e+03,1.542733358616899531e-01,3.436818558110371624e-03,3.016724235351986305e-03
4.816279762318838948e+03,1.477019638122002987e-01,2.607807857426203135e-03,2.881624674414912102e-03
4.816939872309749262e+03,1.536427003398512237e-01,2.644617075280158991e-03,2.864049928762019137e-03
4.817599972627192983e+03,1.431306781173250497e-01,3.095956890123457983e-03,2.911123208730936884e-03
4.818260063267734949e+03,1.491786100585258124e-01,2.324195004076351490e-03,3.617690709122600712e-03
4.818920144227923629e+03,1.506444960658814558e-01,3.200301040440306499e-03,2.564723939551871723e-03
4.819580215504265652e+03,1.493062563691636702e-01,2.405536870386637549e-03,3.123792816741799427e-03
4.820240277093359509e+03,1.451896534444032105e-01,2.406654765669535845e-03,3.232557826351317720e-03
4.820900328991758215e+03,1.444600473744067914e-01,2.917035897060937799e-03,2.899709091795737992e-03
4.821560371196006599e+03,1.471112988001579414e-01,2.493185266269931644e-03,2.907130894434839519e-03
4.822220403702609474e+03,1.484010305060020074e-01,2.470503559912212710e-03,2.788480655020797450e-03
4.822880426508141682e+03,1.452119220829730661e-01,2.703346259717853695e-03,3.384553841676379848e-03
4.823540439609150781e+03,1.448321278059410688e-01,3.181401447993115195e-03,2.335303442237923743e-03
4.824200443002178872e+03,1.477175910938605674e-01,2.451273956635691142e-03,2.756276193699197519e-03
4.824860436683731677e+03,1.480449860686949004e-01,2.263198716204645189e-03,3.419836295040418195e-03
4.825520420650354936e+03,1.457364755381945765e-01,3.170830634223437139e-03,2.173832379431528405e-03
4.826180394898598024e+03,1.468712983249481074e-01,2.544807726944264825e-03,3.082619071402975530e-03
4.826840359424994858e+03,1.491587872447217022e-01,2.702671021771158033e-03,3.161496157729676293e-03
4.827500314226054797e+03,1.471016190204350593e-01,3.123897317518858907e-03,2.577217559649125356e-03
4.828160259298288111e+03,1.496741418248182798e-01,2.894522096910684406e-03,2.724513262751471210e-03
4.828820194638254179e+03,1.463357661638194362e-01,3.144263701992278115e-03,3.104943319418018710e-03
4.829480120242474186e+03,1.465840898220822086e-01,2.608210841121394452e-03,3.747900444765889238e-03
4.830140036107467495e+03,1.455549147178583635e-01,2.378780266766383766e-03,3.062172970965088004e-03
4.830799942229702538e+03,1.480210844389439617e-01,2.000552911413072676e-03,3.543242367240129198e-03
4.831459838605745972e+03,1.485615964835108049e-01,3.252666890967842450e-03,2.640051155932382487e-03
4.832119725232112614e+03,1.485890664502456104e-01,3.017445314674710444e-03,2.399709206657718585e-03
4.832779602105310914e+03,1.452048229294697068e-01,3.805569224072630208e-03,2.789948565860067564e-03
4.834034212720152027e+03,1.445493037368164313e-01,2.296218357993096149e-03,3.589115972086331929e-03
4.834694058318747011e+03,1.438460636775268919e-01,2.686971698385165475e-03,3.017869343288737127e-03
4.835353894149966436e+03,1.451622846092683328e-01,2.860026417396299703e-03,2.585009339880983692e-03
4.836013720210357860e+03,1.468642952322561646e-01,3.196254915789537021e-03,2.250219189887436855e-03
4.836673536496418819e+03,1.473168332173849793e-01,3.256778757585593320e-03,2.910787611590609503e-03
4.837333343004648668e+03,1.435325483939693114e-01,2.729939290949390251e-03,3.107963186685380741e-03
4.837993139731517658e+03,1.443700799050895989e-01,2.632536688260633806e-03,3.230788851902227643e-03
4.838652926673519687e+03,1.472561812822016369e-01,3.123653351371297182e-03,2.780169973671808847e-03
4.839312703827169571e+03,1.521435042863594211e-01,2.509775325142460378e-03,3.349866157810105216e-03
4.839972471188953932e+03,1.412677676346782984e-01,2.817375203836597342e-03,3.196590190831849476e-03
4.840632228755358483e+03,1.494710338664575200e-01,3.032223483576512724e-03,2.831714018122932774e-03
4.841291976522827099e+03,1.505795692159570542e-01,3.073055932339696650e-03,3.248715737843216322e-03
4.841951714487884601e+03,1.442508806763115603e-01,2.520365668920776514e-03,2.741051834417806976e-03
4.842611442647012154e+03,1.538783857664132171e-01,4.048411763867332258e-03,4.429090449970113363e-03
4.843271160996685467e+03,1.435412120010680637e-01,2.592078871157033060e-03,3.081239076283492917e-03
4.843930869533362056e+03,1.456618483635915284e-01,2.721412016957941438e-03,3.086495853483223195e-03
4.844590568253513993e+03,1.443301316967666725e-01,3.262989836491841933e-03,3.000749253629364510e-03
4.845250257153636085e+03,1.497167079891866814e-01,2.864655404638205560e-03,2.297873972638642126e-03
4.845909936230198582e+03,1.473980207849471813e-01,2.727984657980409011e-03,2.591130584249839997e-03
4.846569605479669917e+03,1.493163729160107978e-01,2.909481827718662927e-03,2.489548827721788093e-03
4.847229264898470319e+03,1.499265598692152146e-01,2.779130169674182138e-03,3.397379573442965706e-03
4.847888914483108238e+03,1.479630683112143075e-01,3.231723160577709697e-03,2.562831964706885346e-03
4.848548554230042100e+03,1.476207031839186778e-01,2.749504487124104779e-03,3.153009530393990900e-03
4.849208184135734882e+03,1.434566641000560305e-01,2.747226810889458193e-03,3.395119146731517823e-03
4.849867804196629550e+03,1.492490808594419127e-01,3.774864690889778718e-03,2.719772534639341988e-03
4.850527414409164521e+03,1.440237666823215579e-01,1.911712601504328424e-03,3.894452296007655523e-03
4.851187014769822781e+03,1.401338257718231506e-01,3.024000812080152034e-03,3.396837036912070396e-03
4.851846605275056390e+03,1.528669149371562064e-01,2.623238450006476485e-03,2.920656174138697159e-03
4.852506185921312863e+03,1.462621869946345576e-01,2.530452928645565702e-03,2.916865431036724798e-03
4.853165756705009699e+03,1.461312256825051115e-01,3.742300420376987180e-03,2.683960594915740794e-03
4.853825317622608054e+03,1.510454002332183854e-01,3.104126432205311925e-03,3.694324937559917421e-03
4.854484868670561809e+03,1.526952692362189001e-01,3.136322852883788315e-03,2.968749870764092469e-03
4.855144409845312111e+03,1.481021730407895420e-01,2.524448055969547022e-03,3.341288659451879806e-03
4.855803941143301927e+03,1.439152426759508496e-01,2.825713522086409357e-03,2.711470021113465689e-03
4.856463462560921471e+03,1.497580781859536581e-01,2.200649044127062082e-03,3.288030138751729670e-03
4.857122974094644633e+03,1.443272156817080321e-01,2.390017508396402590e-03,3.082278511130298604e-03
4.857782475740905284e+03,1.448369760841957121e-01,3.208150848511642783e-03,2.520820239444443445e-03
4.858441967496133657e+03,1.571695248199675987e-01,2.468014798213263861e-03,2.969254503334739503e-03
4.859101449356753619e+03,1.547410498833196035e-01,2.421373521738018342e-03,3.197206783624867432e-03
4.859760921319155386e+03,1.501455386000041525e-01,2.872008691485378185e-03,3.044654545555663949e-03
4.860420383379802843e+03,1.472535759821986812e-01,2.801903248914133782e-03,2.954763475887078883e-03
4.861079835535114398e+03,1.475991529639790190e-01,3.433758966224526032e-03,2.630049316876631460e-03
4.861739277781512101e+03,1.476348487774029050e-01,3.431543176643903070e-03,2.373283223277955489e-03
4.862398710115404356e+03,1.491884695510757031e-01,3.262037519861121782e-03,2.697719679406573867e-03
4.863058132533177741e+03,1.478812289333110153e-01,2.799228549825033552e-03,3.010468974094793193e-03
4.863717545031283407e+03,1.510305840404119193e-01,2.613041634157931004e-03,3.213371057974506728e-03
4.864376947606129761e+03,1.438850144688133270e-01,3.845608219059881705e-03,3.105984061501337878e-03
4.865036340254125207e+03,1.496908275259261067e-01,2.300275289954967217e-03,2.952173713355654705e-03
4.865695722971662690e+03,1.461281471631600271e-01,2.865737314460325980e-03,3.451483973870933530e-03
4.866355095755132425e+03,1.463368916229754180e-01,3.053678441295643031e-03,2.893851604541447520e-03
4.867014458600963735e+03,1.470342438086563175e-01,2.975831598352352003e-03,2.853170080387601448e-03
4.867673811505557751e+03,1.440633883201485888e-01,2.981844965156299487e-03,2.420655450476483228e-03
4.868333154465311054e+03,1.428634762227108390e-01,2.401362950987723233e-03,3.367422546467796485e-03
4.868992487476608403e+03,1.507245180389693295e-01,2.425246637907246816e-03,3.433263805326047802e-03
4.869651810535828190e+03,1.439573589089997996e-01,3.325717516458243095e-03,3.169643076172123930e-03
4.870311123639388825e+03,1.486955487985377466e-01,2.999434138206941158e-03,2.621238710910245295e-03
4.870970426783679613e+03,1.429809743515490505e-01,3.159966256060214862e-03,2.910020709034094599e-03
4.871629719965087133e+03,1.443346028375666890e-01,2.383112024942735108e-03,3.455842289066618500e-03
4.872289003179989777e+03,1.448498848361822189e-01,2.607320163061532803e-03,2.974136063274013253e-03
4.872948276424746837e+03,1.371910098694895663e-01,4.265292073105053650e-03,3.454073130617629772e-03
4.873607539695771266e+03,1.481211570713891756e-01,2.972128890935399337e-03,3.083137108041561492e-03
4.874266792989442365e+03,1.463788863389875738e-01,3.024777282976787163e-03,3.034740262029628211e-03
4.874926036302134889e+03,1.425622141970910028e-01,2.866120463118876360e-03,2.866386573972229401e-03
4.875585269630218136e+03,1.485349463525995617e-01,3.334726086782036081e-03,2.917811979029932834e-03
4.876244492970035935e+03,1.487372892903033872e-01,2.508270955218383502e-03,3.834363793870199100e-03
4.876903706317993056e+03,1.428813238937734487e-01,3.184583922723083216e-03,2.441600685073569421e-03
4.877562909670456975e+03,1.451207600251846475e-01,2.671474241312227216e-03,3.580743466606389758e-03
4.878222103023793352e+03,1.456907881675401639e-01,2.481417945238456602e-03,3.196192687995424997e-03
4.878881286374369665e+03,1.422692960384774885e-01,3.089654179270429069e-03,4.017048547571067107e-03
4.879540459718503371e+03,1.495277647148400835e-01,3.354056785205478119e-03,3.073831842137858539e-03
4.880199623052594688e+03,1.446967487949019082e-01,2.458835355359761943e-03,2.818920014737852364e-03
4.880858776372998364e+03,1.459532462290450416e-01,3.028962107916116642e-03,2.919594056769891921e-03
4.881517919676072779e+03,1.476416486123854066e-01,3.571339979633714190e-03,3.084364242332576778e-03
4.882177052958172681e+03,1.560255035249807909e-01,2.238529723902399349e-03,2.998146971935428118e-03
4.882770899376583657e+03,1.481893925354881014e-01,2.940311558690872351e-03,3.142106643087200224e-03
4.883430010596441207e+03,1.477240274003399911e-01,3.315657703461177830e-03,2.576441322637484932e-03
4.884089111784172928e+03,1.458984405352332092e-01,3.327796812021832640e-03,2.885842130321419896e-03
4.884748202936106281e+03,1.481321591742801869e-01,3.160134849330198392e-03,2.663925239998171657e-03
4.885407284048571455e+03,1.413318421983329465e-01,2.942071792513017980e-03,2.919084462229659671e-03
4.886066355117935927e+03,1.517961207791158618e-01,2.793282963859250456e-03,3.320645185524079279e-03
4.886725416140535344e+03,1.515206682158431739e-01,2.956120859842481519e-03,2.678669244943004957e-03
4.887384467112706261e+03,1.477289110045011400e-01,2.097830765311281542e-03,3.386949029744901196e-03
4.888043508030784324e+03,1.512171574827097520e-01,3.117519365036874879e-03,2.328212913727534250e-03
4.888702538891061522e+03,1.466426289916694103e-01,2.897459375073990762e-03,3.117215610486612221e-03
4.889361559689902606e+03,1.510913422996305044e-01,2.684610030460166108e-03,2.705721770452473862e-03
4.890020570423635945e+03,1.491213973909691348e-01,2.952791031432283608e-03,2.920880945402826168e-03
4.890679571088586272e+03,1.385727582364687516e-01,2.523242929663244150e-03,3.908747873895807023e-03
4.891338561681076499e+03,1.459416624825488618e-01,2.588183769944601975e-03,2.947805023053390316e-03
4.891997542197413168e+03,1.490992689149174266e-01,2.865548388102323596e-03,2.971832909750560248e-03
4.892656512633904640e+03,1.432256099770171653e-01,2.713872299218517137e-03,2.545176336460147626e-03
4.893315472986892928e+03,1.502736756435325005e-01,2.473061337548237981e-03,2.737909814303107758e-03
4.893974423252689121e+03,1.452375295027474866e-01,2.270240414963736741e-03,2.945802748950648864e-03
4.894633363427605218e+03,1.453510515577561280e-01,3.000386732414817015e-03,3.046745555707885966e-03
4.895292293507952309e+03,1.465525905433304188e-01,2.853653712620224381e-03,3.097473271441664178e-03
4.895951213490011469e+03,1.443249334592126842e-01,3.173949306562950934e-03,2.772642126437768750e-03
4.896610123370101974e+03,1.516166492866695414e-01,2.512238661244808879e-03,3.064953614410004246e-03
4.897269023144541279e+03,1.541020534544514375e-01,3.476580967726100591e-03,2.513751966883776001e-03
4.897927912809625923e+03,1.445071448866199759e-01,2.921536794152523875e-03,3.124208692538571475e-03
4.898586792361656990e+03,1.487451276649067178e-01,2.378614174507492907e-03,2.700506321818368916e-03
4.899245661796931927e+03,1.452642185584240853e-01,2.985170674664361368e-03,3.157443320842945322e-03
4.899904521111706345e+03,1.448306480852595279e-01,3.127100511699065777e-03,2.620992739444660824e-03
4.900563370302311341e+03,1.499774938350371400e-01,3.164022650909814605e-03,2.754523784810974929e-03
4.901222209365036178e+03,1.418090531881017191e-01,2.927017465898018589e-03,2.647268119509660345e-03
4.901881038296168299e+03,1.431111257389658942e-01,3.359220812899549324e-03,2.996963575779554301e-03
4.902539857091994236e+03,1.475070760170607564e-01,3.033093392722868709e-03,3.104326181041616728e-03
4.903198665748788699e+03,1.471081463945732581e-01,3.515627631181073021e-03,2.755216267275650832e-03
4.903857464262812755e+03,1.451133988818570641e-01,2.541060615073781337e-03,3.468079638255239239e-03
4.904516252630374765e+03,1.516800070502015430e-01,3.074461695602465072e-03,2.509731884112492706e-03
4.905175030847752168e+03,1.490891229981087251e-01,3.037470377535433919e-03,2.820275115844095293e-03
4.905833798911218764e+03,1.483637877506836511e-01,3.294572826665398413e-03,2.890705985021613245e-03
4.906492556817046534e+03,1.491242014585033582e-01,3.201001143661702519e-03,3.122103522678026932e-03
4.907151304561496545e+03,1.435230312579663103e-01,2.645160745276847747e-03,3.015860819667232073e-03
4.907810042140822588e+03,1.449798474397500647e-01,3.437959558261483028e-03,3.109339446503961435e-03
4.908468769551315745e+03,1.448226576552544831e-01,2.590291326279997586e-03,3.065635027191232487e-03
4.909127486789239811e+03,1.477630621186981630e-01,3.351310685586056382e-03,3.087683455117756770e-03
4.909786193850855852e+03,1.443722902176993728e-01,3.001343315336191253e-03,2.570684991564708977e-03
4.910444890732423119e+03,1.479236123759882227e-01,3.166763765853147783e-03,2.523341557066155483e-03
4.911103577430192672e+03,1.449594827009015874e-01,2.983473107228212795e-03,2.780021714125668897e-03
4.911762253940400115e+03,1.423685215467761223e-01,3.099357046724676712e-03,3.002867699228389808e-03
4.912420920259325612e+03,1.487035585287282413e-01,2.575369831443463653e-03,2.746624181815482402e-03
4.913079576383217500e+03,1.450878157191404783e-01,2.426087563549922388e-03,3.457686202312709733e-03
4.913738222308326840e+03,1.442169960887610125e-01,3.146885128395393583e-03,2.537307880355832435e-03
4.914396858030899239e+03,1.510913723692884902e-01,3.032237165383949717e-03,2.737727754816371428e-03
4.915055483547176664e+03,1.502471205394093900e-01,2.992935488859232995e-03,3.140692046229770495e-03
4.915714098853371979e+03,1.438245941142431983e-01,3.331624889057499539e-03,3.462507786229668261e-03
4.916372703945757166e+03,1.494547404432965410e-01,2.715723442971135215e-03,3.109374385707630584e-03
4.917031298820567827e+03,1.425840570426561704e-01,2.809275876483829926e-03,3.322071078203481242e-03
4.917689883474041380e+03,1.480804118837673322e-01,3.444610677648840547e-03,2.464146250908655356e-03
4.918348457902408882e+03,1.510993268955660995e-01,3.469275300280350027e-03,2.565656317442072121e-03
4.919007022101904113e+03,1.470701783078108282e-01,2.754369593352734569e-03,3.255246094725355865e-03
4.919665576068728114e+03,1.485742786182428221e-01,2.571789677083408110e-03,3.411416430345870499e-03
4.920324119799126493e+03,1.481302656535627982e-01,2.474781144889776074e-03,3.321091689103689015e-03
4.920982653289329392e+03,1.458243096848046705e-01,2.664724553131186946e-03,2.893867154395518559e-03
4.921641176535562408e+03,1.540387144417609266e-01,2.409736359950009899e-03,3.076879464452897395e-03
4.922299689534042045e+03,1.451753851968763387e-01,2.914992114727038564e-03,2.963112834650921679e-03
4.922958192280988442e+03,1.500495573778128922e-01,2.957016941948359401e-03,3.306879682553109934e-03
4.923616684772605367e+03,1.474502614801697642e-01,3.176362827342071871e-03,2.906219547112925961e-03
4.924275167005095682e+03,1.464151769769455325e-01,3.228433524907703411e-03,2.684727467901715237e-03
4.924933638974690439e+03,1.482995757263497194e-01,2.856777343791139234e-03,3.093377029981969617e-03
4.925592100677600683e+03,1.457162857823121327e-01,3.419395027616511928e-03,2.759581480092282435e-03
4.926250552110033823e+03,1.468567106602134964e-01,2.869545939246653798e-03,2.748736578835286881e-03
4.926908993268190898e+03,1.421398380063628453e-01,3.431922294717809629e-03,3.002082773670700089e-03
4.927567424148279315e+03,1.507025731833647186e-01,2.745083515600710289e-03,2.799054287291297127e-03
4.928225844746470102e+03,1.509791425072778415e-01,2.800163451428250294e-03,3.358662979633192380e-03
4.928884255058980671e+03,1.511163939516172450e-01,2.692631161598679768e-03,2.945326998094049964e-03
4.929542655082011152e+03,1.476534972777883425e-01,2.664844818806577642e-03,3.275856432554818953e-03
4.930135607831392917e+03,1.466196836503177170e-01,2.931501596929814157e-03,3.073884326469988881e-03
4.930793985239428366e+03,1.480190538871949957e-01,2.864186020924391896e-03,2.969653381715675611e-03
4.931452352346337648e+03,1.427149374736588761e-01,2.200487446900462052e-03,3.548032571558057402e-03
4.932110709148324531e+03,1.484993899085666480e-01,2.486103824725249822e-03,3.512735223004381790e-03
4.932769055641576415e+03,1.466167376519537657e-01,2.548533672465214117e-03,3.727672361499761999e-03
4.933427391822273421e+03,1.432229424554630481e-01,3.077794838603126193e-03,2.508781032425466684e-03
4.934085717686596581e+03,1.504556610172937403e-01,3.630079911623923516e-03,2.683809919609564387e-03
4.934744033230722380e+03,1.501777370576138915e-01,4.053126396328848857e-03,2.341181962149135876e-03
4.935402338450811840e+03,1.434964921241463354e-01,2.814455120674463906e-03,3.108215980422157632e-03
4.936060633343040536e+03,1.494949835024494411e-01,2.930288750487314298e-03,3.044143452391817606e-03
4.936718917903592228e+03,1.491400010902112494e-01,3.546826959140964020e-03,3.139298941688822842e-03
4.937377192128637034e+03,1.456487905839403130e-01,3.230482943564844112e-03,2.823931030210308224e-03
4.938035456014340525e+03,1.499516365487453540e-01,2.982146786768002933e-03,3.068409571892971588e-03
4.938693709556868271e+03,1.463883183012379130e-01,3.089345724667597048e-03,3.153525014509328539e-03
4.939351952752381294e+03,1.358572504533643033e-01,3.230538063034638085e-03,3.565060796380331576e-03
4.940010185597026975e+03,1.464245848600395361e-01,3.329519972878780543e-03,2.644971900010756327e-03
4.940668408086960881e+03,1.409800465868489838e-01,2.938201431388315354e-03,3.570740525596638459e-03
4.941326620218353128e+03,1.500235039225032985e-01,2.720610999287137455e-03,3.346830196163830262e-03
4.941984821987360192e+03,1.483514132499531568e-01,3.016984540920641944e-03,2.878172032271364422e-03
4.942643013390130363e+03,1.446109870233235062e-01,2.914697524038334375e-03,2.916261085207455528e-03
4.943301194422812841e+03,1.490108612025151658e-01,2.900158938814401122e-03,2.908101510619820473e-03
4.943959365081555006e+03,1.455488750212458882e-01,3.279127540984166922e-03,3.134032463546959635e-03
4.944617525362496963e+03,1.455591297895118819e-01,4.056672671908706507e-03,2.291160081170279250e-03
4.945275675261759716e+03,1.454920904115378777e-01,3.103683653289057709e-03,2.872401565144316882e-03
4.945933814775510655e+03,1.472236001841084052e-01,2.810600792197748277e-03,3.453350923888764967e-03
4.946591943899882608e+03,1.421436280448397094e-01,2.971564458640357786e-03,3.398581366673120163e-03
4.947250062631012952e+03,1.491138743327384830e-01,2.726031527218786277e-03,3.555023293891707015e-03
4.947908170965037243e+03,1.477405552323778348e-01,3.279796403698465035e-03,2.444970629063902834e-03
4.948566268898085582e+03,1.473599168100996892e-01,3.334757304184393645e-03,3.088450082552124387e-03
4.949224356426283521e+03,1.447053716434633375e-01,3.065641096717169889e-03,3.390090613016455423e-03
4.949882433545743879e+03,1.519574749220477250e-01,2.544535501668998556e-03,3.539017599808458314e-03
4.950540500252597667e+03,1.468670546154950962e-01,2.685325709731706256e-03,3.062523464442523657e-03
4.951198556542974984e+03,1.470621700772567486e-01,2.538106652311938882e-03,2.987463674785584278e-03
4.951856602412996835e+03,1.452643310169332014e-01,3.583793454311812177e-03,3.210620359347909902e-03
4.952514637858782407e+03,1.443131494209317633e-01,3.096015089289277933e-03,3.144847030887326644e-03
4.953172662876442701e+03,1.440191810343995626e-01,2.867513210947775226e-03,3.371044333266459692e-03
4.953830677462094172e+03,1.466882904847573166e-01,2.590920801602641932e-03,3.373104915456809350e-03
4.954488681611848733e+03,1.489344520769718683e-01,2.960675204263768512e-03,2.927449294387790557e-03
4.955146675321788280e+03,1.464809322501684774e-01,3.641652369043651971e-03,2.762807154295776613e-03
4.955804658588041093e+03,1.500412588283596971e-01,3.337779285561698339e-03,2.759259314051382139e-03
4.956462631406712717e+03,1.488707571965843524e-01,2.522140770956471378e-03,3.301915126756649332e-03
4.957120593773906876e+03,1.501128219696193367e-01,2.742675535738731130e-03,3.294210133992725442e-03
4.957778545685721838e+03,1.484357946943503648e-01,2.918089546093682873e-03,3.641056157542704730e-03
4.958436487138256780e+03,1.488802294070998844e-01,2.963280494932052367e-03,2.922424735685158481e-03
4.959094418127603603e+03,1.426852585055800038e-01,2.739693225903810925e-03,3.409227608371506735e-03
4.959752338649858757e+03,1.428899089512949971e-01,2.986346385306815066e-03,3.635988769002340693e-03
4.960410248701089586e+03,1.474405871994214634e-01,2.859777995145001972e-03,2.992824489224360507e-03
4.961068148277399814e+03,1.489912321692608566e-01,2.510328375303544357e-03,3.715442056905798873e-03
4.961726037374882253e+03,1.527260435517533155e-01,2.979067568866761162e-03,2.999893920757140675e-03
4.962383915989619709e+03,1.486667045446802837e-01,3.154846599135785468e-03,2.427023536074657262e-03
4.963041784117694988e+03,1.405177447006675795e-01,2.712260935850280275e-03,3.778698442906402999e-03
4.963699641755184530e+03,1.483937373813112304e-01,2.699537914376604064e-03,3.072040370366652118e-03
4.964357488898167503e+03,1.456942151372856431e-01,3.670459647730772712e-03,2.696383264207513619e-03
4.965015325542717619e+03,1.472641437566976907e-01,2.694323774587087383e-03,3.103681882900111155e-03
4.965673151684896766e+03,1.448471494362307821e-01,2.692329674095855774e-03,3.646532719943890166e-03
4.966330967320773198e+03,1.504540991889892487e-01,3.060880270073645937e-03,3.062838711853171914e-03
4.966988772446426992e+03,1.445818834296241362e-01,3.896922575397088195e-03,3.183128153918635128e-03
4.967646567057926404e+03,1.504080816562325396e-01,2.916833116844763651e-03,3.058143750126529614e-03
4.968304351151330593e+03,1.555209302902134105e-01,2.547805974026179365e-03,2.780358036516911158e-03
4.968962124722705084e+03,1.478223817068102242e-01,3.073861294851987225e-03,3.103993021583401068e-03
4.969619887768106310e+03,1.473112662221906510e-01,3.717773567075227659e-03,2.542888905250367815e-03
4.970277640283591609e+03,1.464804559133127959e-01,3.698334619965243375e-03,2.675161368275669194e-03
4.970935382265213775e+03,1.484136771592527992e-01,3.333374582163012301e-03,2.857214843603989030e-03
4.971593113709010140e+03,1.435681791623387715e-01,3.816604146566954237e-03,2.946633451264807357e-03
4.972250834611040773e+03,1.432141986413624501e-01,3.515201874545736960e-03,3.436530716327101942e-03
4.972908544967356647e+03,1.501265338344872358e-01,3.189143186233117655e-03,2.356918213500897030e-03
4.973566244774008737e+03,1.431128991963269426e-01,2.989543244961950785e-03,3.301159624974570050e-03
4.974223934027035284e+03,1.411377823099988771e-01,3.232817002760318692e-03,2.983353150522921604e-03
4.974881612722479986e+03,1.482693237957544152e-01,2.870635002284238624e-03,3.489313374018643277e-03
4.975473688673292600e+03,1.473031824935337464e-01,3.475329394058396248e-03,2.988408876413661819e-03
4.976131344201954562e+03,1.448786432750097941e-01,3.233430262934988697e-03,2.966717328499540729e-03
4.976788989160932942e+03,1.514297097142872084e-01,3.473002965472843373e-03,2.757977597538346926e-03
