#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
3.497491988356678121e+03,1.468118703394885594e-01,1.511358813852226035e-03,1.124338580218126049e-03
3.498166408790102196e+03,1.472348214154596824e-01,9.270834309402786744e-04,1.369979704418350375e-03
3.498840823886999715e+03,1.462376794047142714e-01,1.469721566766446497e-03,1.288251141329410654e-03
3.499515233645529406e+03,1.451162910589186006e-01,1.631885345515921015e-03,1.041423678327546565e-03
3.500189638063829079e+03,1.484044123645967828e-01,1.143758430769636902e-03,1.347352111545463416e-03
3.500864037140042910e+03,1.452950166177198188e-01,1.175311987386740142e-03,1.366494962181746819e-03
3.501538430872307799e+03,1.453263912105063893e-01,1.222831458815021310e-03,1.224664226739502482e-03
3.502212819258736545e+03,1.445135834551435350e-01,1.231373061004598091e-03,1.603837870195079507e-03
3.502887202297507429e+03,1.445467047656938120e-01,1.298700237969269145e-03,1.160522647079137437e-03
3.503561579986763263e+03,1.474924606943646133e-01,1.466464177317189366e-03,1.129354614714972449e-03
3.504235952324650953e+03,1.450767819543498649e-01,1.165484333645383508e-03,1.530365166042463310e-03
3.504910319309314673e+03,1.460780282145676678e-01,1.204020101546576793e-03,1.396144790698078397e-03
3.505584680938880865e+03,1.463373733944338950e-01,1.289065324603072549e-03,1.354785765601468350e-03
3.506259037211498253e+03,1.436738244772923778e-01,1.514565330903439033e-03,1.087053531065834688e-03
3.506933388125333295e+03,1.477572452629964950e-01,1.401840838979206971e-03,1.283590154496111468e-03
3.507607733678531531e+03,1.461704682091082563e-01,1.317189797527151818e-03,1.241208695101997384e-03
3.508282073869244869e+03,1.456979249175997526e-01,1.142685076247929032e-03,1.724615516385474834e-03
3.508956408695619757e+03,1.462168215168486718e-01,1.610334541821106802e-03,1.019549292880117530e-03
3.509630738155775362e+03,1.457181852512371978e-01,1.167215074066918490e-03,1.404419001623080643e-03
3.510305062247889964e+03,1.476513730274925940e-01,1.411874866636547710e-03,1.330800085345779094e-03
3.510979380970119564e+03,1.479590612438205777e-01,1.359774431489546576e-03,1.261249444588663504e-03
3.511653694320616069e+03,1.464960868920290316e-01,1.615851370639770357e-03,1.390291602084814393e-03
3.512328002297530929e+03,1.466126564550127853e-01,1.312776094853168596e-03,1.259772862859609432e-03
3.513002304899011961e+03,1.441229405265710972e-01,1.433856446140330254e-03,1.288647870033382548e-03
3.513676602123190150e+03,1.453410784201962236e-01,1.481241706039471140e-03,1.338327285341056605e-03
3.514350893968248329e+03,1.479002555939954444e-01,1.225822352225264256e-03,1.223847513310782897e-03
3.515025180432342495e+03,1.462679991126373258e-01,1.391834512479456221e-03,1.457370198267665673e-03
3.515699461513626829e+03,1.438756590147451386e-01,1.474660325990445608e-03,1.412093074495857081e-03
3.516373737210259605e+03,1.439293808636920302e-01,1.292933036381227474e-03,1.556242377151073608e-03
3.517048007520384999e+03,1.458403724199660023e-01,1.628422036124316241e-03,9.706288120391870500e-04
3.517722272442149006e+03,1.447941437660899000e-01,1.516894272117041975e-03,1.330575418937912646e-03
3.518396531973732635e+03,1.449318258155346817e-01,1.344738476910051217e-03,1.331180183986091503e-03
3.519070786113295981e+03,1.444472251017788755e-01,1.229186705454826667e-03,1.439732012910116543e-03
3.519745034858997769e+03,1.429548818802091337e-01,1.162842810915692970e-03,1.603945063692879813e-03
3.520419278208997639e+03,1.447875941376045583e-01,1.525697568002970517e-03,1.433038582298928887e-03
3.521093516161441585e+03,1.479914544498492357e-01,1.505238277646064882e-03,1.262504791115920399e-03
3.521767748714485606e+03,1.456972211395528571e-01,1.361808099366423885e-03,1.113101795855442333e-03
3.522441975866312532e+03,1.460045001313460822e-01,1.466791376712656136e-03,1.302523807504757380e-03
3.523116197615083820e+03,1.448838768763824059e-01,1.250851222490995118e-03,1.524907238032668921e-03
3.523790413958962290e+03,1.489891030201333788e-01,1.319456568504906446e-03,1.236467626151399601e-03
3.524464624896112582e+03,1.481313354769451252e-01,1.195866556081198739e-03,1.477027749402420875e-03
3.525138830424685239e+03,1.471993638421593698e-01,1.190154931935832883e-03,1.617760738069240478e-03
3.525813030542837168e+03,1.459522034250313183e-01,1.440124182394281194e-03,1.306597714989449210e-03
3.526487225248755749e+03,1.468218562868869870e-01,1.409169626555295540e-03,1.207973039650422908e-03
3.527161414540604710e+03,1.470536512338004032e-01,1.483697782884929595e-03,1.154421096427521443e-03
3.527835598416553694e+03,1.476141951374742578e-01,1.439876100005094139e-03,1.456767565099575945e-03
3.528509776874769159e+03,1.462350622415463097e-01,1.288990404386125554e-03,1.373191168159482167e-03
3.529183949913408014e+03,1.445035410187148206e-01,1.345067520004794570e-03,1.423941877177037352e-03
3.529858117530625805e+03,1.466679840555401015e-01,1.424259289421275776e-03,1.412224788283400478e-03
3.530532279724614455e+03,1.463052379193389707e-01,1.074571643148863886e-03,1.562055144222279646e-03
3.531206436493543606e+03,1.458922117424251153e-01,1.385847377103371914e-03,1.189591813551132971e-03
3.531880587835583356e+03,1.465699534742283261e-01,1.434189967236959573e-03,1.155474534003442244e-03
3.532554733748906074e+03,1.483413197097004921e-01,1.156943930702453160e-03,1.382571789881548163e-03
3.533228874231680493e+03,1.432902693657438498e-01,1.277932221167260574e-03,1.320882545352480841e-03
3.533903009282048970e+03,1.457726931721564367e-01,1.245372095094593456e-03,1.667476358370778566e-03
3.534577138898214343e+03,1.454250889262551916e-01,1.275911781466881889e-03,1.357539054066936313e-03
3.535251263078351712e+03,1.459359811411255481e-01,9.805591871842600504e-04,1.312464243228728122e-03
3.535925381820632538e+03,1.458183381032827908e-01,1.489160024564090135e-03,1.285477264014539545e-03
3.536599495123233282e+03,1.461673650241764599e-01,1.137529932034947455e-03,1.836053959256400692e-03
3.537273602984327226e+03,1.454819744992544850e-01,1.177381199675919810e-03,1.336515325516846042e-03
3.537947705402068095e+03,1.462321925595596039e-01,1.463183933589351504e-03,1.380548672322595705e-03
3.538621802374645085e+03,1.460932112115403414e-01,1.240931316816684671e-03,1.461828906433482178e-03
3.539295893900243300e+03,1.459377826454715255e-01,1.380616654139465993e-03,1.487296854398245660e-03
3.539969979977040111e+03,1.453606211950537186e-01,1.383263714309246328e-03,1.667960561864634261e-03
3.540644060603213802e+03,1.466120052804584517e-01,1.202719169856758530e-03,1.420604812283260410e-03
3.541318135776942654e+03,1.462723915303431321e-01,1.241605791024058547e-03,1.360784754962762744e-03
3.541992205496397673e+03,1.459937367644787709e-01,1.475778136259459083e-03,1.312033798906847570e-03
3.542666269759742136e+03,1.481368634507063964e-01,1.124985208424661431e-03,1.502046458125350092e-03
3.543340328565178424e+03,1.453597604752000505e-01,1.130406817678591969e-03,1.595372906862763118e-03
3.544014381910888915e+03,1.487610842421776269e-01,1.380503289998280536e-03,1.313350541663232951e-03
3.544688429795054162e+03,1.471280448785087791e-01,1.383424767942426081e-03,1.335329226231835031e-03
3.545362472215855632e+03,1.464565115634132997e-01,1.352985218624064290e-03,1.498295460993087636e-03
3.546036509171475700e+03,1.451350574534361615e-01,1.393627191287355460e-03,1.262343709312607754e-03
3.546710540660077640e+03,1.479499564194814709e-01,1.144459452542073707e-03,1.400230921773243375e-03
3.547384566679852924e+03,1.457775307756541128e-01,1.428605579563008154e-03,1.332495211660206236e-03
3.548058587228994838e+03,1.465626488195532207e-01,1.395734042512475348e-03,1.306307326956912540e-03
3.548732602305690762e+03,1.470771781928076893e-01,1.153142247361710337e-03,1.282910973120554576e-03
3.549406611908123978e+03,1.469899830693981446e-01,1.483350979265274372e-03,1.272179956670588252e-03
3.550080616034480954e+03,1.448145090029105408e-01,1.238110225178251644e-03,1.465770918659792255e-03
3.550754614682947249e+03,1.449895540643189040e-01,1.258919256189428015e-03,1.331921220362519698e-03
3.551428607851681591e+03,1.461961808311370015e-01,1.367505907908433960e-03,1.166279430843714104e-03
3.552102595538894548e+03,1.459787195025525064e-01,1.446640577539459738e-03,1.236057096076909056e-03
3.552776577742779864e+03,1.449127608309282444e-01,1.370327067196863702e-03,1.400572607097916311e-03
3.553450554461522643e+03,1.463404468174706319e-01,1.055053770835395754e-03,1.518832599841646314e-03
3.554124525693312535e+03,1.452165060595905222e-01,1.502742673185841760e-03,1.187329093633532340e-03
3.554798491436339191e+03,1.452154000194939565e-01,1.356114881335801492e-03,1.102358182749590965e-03
3.555472451688792717e+03,1.461856484871630335e-01,1.227698457672121712e-03,1.705074006672691045e-03
3.556146406448832295e+03,1.453675869332303749e-01,1.568821447669233038e-03,1.143696605952454481e-03
3.556820355714679408e+03,1.472144815659740535e-01,1.378421442850996659e-03,1.419625644861977065e-03
3.557494299484526437e+03,1.450535897102902538e-01,1.400255824058255216e-03,1.385811160108912921e-03
3.558168237756562576e+03,1.445601474419133115e-01,1.342790471720201051e-03,1.690014990818639040e-03
3.558842170528983388e+03,1.475516843732234684e-01,1.630040681989963769e-03,1.293181509477769886e-03
3.559516097799978979e+03,1.449887481592998795e-01,1.298314444451664773e-03,1.407987585520270590e-03
3.560251326289122517e+03,1.456508763211071256e-01,1.658399014426992224e-03,1.652151619929043136e-03
3.560925244560613919e+03,1.440853365416198961e-01,1.737577719638061513e-03,1.113197914890229345e-03
3.561599157324983935e+03,1.440961713658623355e-01,1.330978222898598906e-03,1.214871961527974609e-03
3.562273064580427672e+03,1.476891935325841398e-01,1.428532851873609566e-03,1.508063946032922598e-03
3.562946966325135236e+03,1.451530073431480106e-01,1.561415288439671478e-03,1.355478855198793964e-03
3.563620862557283999e+03,1.454842589608147108e-01,1.739938171833321778e-03,1.235634517655681552e-03
3.564294753275095900e+03,1.489369982275348392e-01,1.093067534920721950e-03,1.401312111894731371e-03
3.564968638476766046e+03,1.451477436211203453e-01,1.607066766656978229e-03,1.272212788141519058e-03
3.565642518160495001e+03,1.436507013741464278e-01,1.109119577911821253e-03,1.552566614812816992e-03
3.566316392324480148e+03,1.477045588654614106e-01,1.366865759702767802e-03,1.244866011993389643e-03
3.566990260966920232e+03,1.449096648202033433e-01,1.423634681736590801e-03,1.429913937799703882e-03
3.567664124086013544e+03,1.470719854994443632e-01,1.185918589915985200e-03,1.550690896138851027e-03
3.568337981679937457e+03,1.452731218105206001e-01,1.531578809213424153e-03,1.331838985308392287e-03
3.569011833746912544e+03,1.455961934980192218e-01,1.470869606338826019e-03,1.180893558151152600e-03
3.569685680285141643e+03,1.436277061967891622e-01,1.314157891706108083e-03,1.603384678968644561e-03
3.570359521292829868e+03,1.469518063235145944e-01,1.350697754228802339e-03,1.261249903056482768e-03
3.571033356768175508e+03,1.474029101544895859e-01,1.134371656938082396e-03,1.532802775894293035e-03
3.571707186709383222e+03,1.471023798921668735e-01,1.358722707757442638e-03,1.612536877521719703e-03
3.572381011114654484e+03,1.469173374917008001e-01,1.445460287471167504e-03,1.465471288285474794e-03
3.573054829982181673e+03,1.468354323388827432e-01,1.416696426579017176e-03,1.473471908874784964e-03
3.573728643310163989e+03,1.456693122564003962e-01,1.198334684882285117e-03,1.442246232534694084e-03
3.574402451096822006e+03,1.455987821604052268e-01,1.339069568215639494e-03,1.243764637952754493e-03
3.575076253340360836e+03,1.442155905338942667e-01,1.747986032032244896e-03,1.398747210615669534e-03
3.575750050038985137e+03,1.464572161779283954e-01,1.447856125909391389e-03,1.489084881477975575e-03
3.576423841190900930e+03,1.458146373373286897e-01,1.316625870548593369e-03,1.337191823129385559e-03
3.577097626794314692e+03,1.467490806338911935e-01,1.485733597355848312e-03,1.324591021980930927e-03
3.577771406847433354e+03,1.449710123114069105e-01,1.431478909859090765e-03,1.365232472635036221e-03
3.578445181348446113e+03,1.463035494660104296e-01,1.159154630729575253e-03,1.406476809918844051e-03
3.579118950295568538e+03,1.459120935777297734e-01,1.341496672165487514e-03,1.446384521779170429e-03
3.579792713687019841e+03,1.466580917102686676e-01,1.042677119252766182e-03,1.344487601509819497e-03
3.580466471521007861e+03,1.426745535031495871e-01,1.550873779704947664e-03,1.287488494208316459e-03
3.581140223795741349e+03,1.462238847835873878e-01,1.420230604740779778e-03,1.293312167113175315e-03
3.581813970509429964e+03,1.455655700857649837e-01,1.624165306306907253e-03,1.225147567086859457e-03
3.582487711660284276e+03,1.457218972693093417e-01,1.489678263472127284e-03,1.309775353389636132e-03
3.583161447246514854e+03,1.470878712526213772e-01,1.336296263297259701e-03,1.544089437856832614e-03
3.583835177266310893e+03,1.445823569257417285e-01,1.209934501890580494e-03,1.411998747271048238e-03
3.584508901717899789e+03,1.449722452439631548e-01,1.466224753312123097e-03,1.603630835895153428e-03
3.585182620599499842e+03,1.458904790737347024e-01,1.410550504126056870e-03,1.359321856746226187e-03
3.585856333909321620e+03,1.468069121889389872e-01,1.251312947854132940e-03,1.316101889197923702e-03
3.586530041645579786e+03,1.476474852470504584e-01,1.672203610493111503e-03,1.449234576582025813e-03
3.587203743806487182e+03,1.470383605373246638e-01,1.466503983110045706e-03,1.420969429179519405e-03
3.587877440390257107e+03,1.456002617165162993e-01,1.574880169094905469e-03,1.309897344079324899e-03
3.588551131395103766e+03,1.470160563533036147e-01,1.334845150750246789e-03,1.327139321947251593e-03
3.589224816819224088e+03,1.460424408671891494e-01,1.456020877690339388e-03,1.442726480285982937e-03
3.589898496660844103e+03,1.453170590483535696e-01,1.718804796667000589e-03,1.206858353886286483e-03
3.590572170918186657e+03,1.454824008723333839e-01,1.303633838432627368e-03,1.819244543177778173e-03
3.591245839589467323e+03,1.455477136580885511e-01,1.683770609107709815e-03,1.130596851770887534e-03
3.591919502672903036e+03,1.489712313957587408e-01,1.452892689869422771e-03,1.296233323651335700e-03
3.592593160166709822e+03,1.459887808594459990e-01,1.621992547681944119e-03,1.373640759312677595e-03
3.593266812069105981e+03,1.454426817061195976e-01,1.449229224893822110e-03,1.467017583156510208e-03
3.593940458378309359e+03,1.432682308199429433e-01,9.370073497018682751e-04,1.494974321885000901e-03
3.594614099092532797e+03,1.463724296150460680e-01,1.822304279786385317e-03,1.193994743211163057e-03
3.595287734209980044e+03,1.438137659075969799e-01,1.299951306096280845e-03,1.252253483868648321e-03
3.595961363728890774e+03,1.466348219167889488e-01,1.484011231016296728e-03,1.328299585175107822e-03
3.596634987647485104e+03,1.457565383313698670e-01,1.304353829387566721e-03,1.409692670192558284e-03
3.597308605963981336e+03,1.458863767381511911e-01,1.282533224415322026e-03,1.366581840634178979e-03
3.597982218676600041e+03,1.472440235992956148e-01,1.208625820084963109e-03,1.619906230248435719e-03
3.598655825783564524e+03,1.476302076863249269e-01,1.223572731573641104e-03,1.514521739419627533e-03
3.599329427283093082e+03,1.489558494879147377e-01,1.220787622378788351e-03,1.326653166668578798e-03
3.600003023173408565e+03,1.470343639399858127e-01,1.218191860179740349e-03,1.386846881993114566e-03
3.600676613452719266e+03,1.462237067665647650e-01,1.544589842603305563e-03,1.489214923675985514e-03
3.601350198119251672e+03,1.461533550487412736e-01,1.343467636265860410e-03,1.314721637158039469e-03
3.602023777171239090e+03,1.485341790731828648e-01,2.317632132979891013e-03,2.858634793899694770e-03
3.602697350606905275e+03,1.467744003028239042e-01,1.547699001627156346e-03,1.200943625534994785e-03
3.603370918424471711e+03,1.442193935836955931e-01,1.384614121742594461e-03,1.378902258590664065e-03
3.604044480622165793e+03,1.459620783637426422e-01,1.395789342202358174e-03,1.269845099108740660e-03
3.604718037198209458e+03,1.437026089448006638e-01,1.623803304617865706e-03,1.318524811840943167e-03
